Row,No Extraction,No Annotation,Wrong Range,Wrong Tag,Wrong Range and tag,Num correct tags,Sentence
786,"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['O', 'O', 'O'], ['cảm', 'lạnh', 'nhẹ'])]",[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ho'])]","['Đồng', 'thời', ',', 'mọi', 'người', 'cũng', 'không', 'còn', 'được', 'phép', 'xem', 'thường', 'các', 'triệu', 'chứng', 'cảm', 'lạnh', 'nhẹ', 'hoặc', 'ho', 'và', 'tiếp', 'tục', 'đến', 'nơi', 'làm', 'việc', '.']"
787,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['256']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['52']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đình', 'Dù']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Văn', 'Lâm']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hưng', 'Yên'])]","['Theo', 'đó', 'bệnh', 'nhân', '256', 'là', 'nam', ',', '52', 'tuổi', ',', 'quốc', 'tịch', 'Việt', 'Nam', ',', 'địa', 'chỉ', 'ở', 'Đình', 'Dù', ',', 'Văn', 'Lâm', ',', 'Hưng', 'Yên', '.']"
788,"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['O', 'O', 'O', 'O', 'O', 'O', 'O'], ['Xí', 'nghiệp', 'xe', 'buýt', '10', '-', '10'])]",[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Tổng', 'công', 'ty', 'Vận', 'tải', 'Hà', 'Nội'])]",[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y', 'tế'])]","['Ngay', 'sau', 'khi', 'được', 'thông', 'báo', 'nam', 'nhân', 'viên', 'phòng', 'điều', 'độ', 'Xí', 'nghiệp', 'xe', 'buýt', '10', '-', '10', 'dương', 'tính', 'với', 'COVID', '-', '19', ',', 'Tổng', 'công', 'ty', 'Vận', 'tải', 'Hà', 'Nội', 'đã', 'phối', 'hợp', 'các', 'đơn', 'vị', 'chức', 'năng', 'xác', 'định', 'lịch', 'sử', 'dịch', 'tễ', ',', 'quá', 'trình', 'di', 'chuyển', 'và', 'tiếp', 'xúc', 'của', 'bệnh', 'nhân', 'để', 'cung', 'cấp', 'cho', 'cơ', 'quan', 'chức', 'năng', ',', 'Bộ', 'Y', 'tế', '.']"
789,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['trụ', 'sở', 'Công', 'an', 'Đà', 'Nẵng'])]","['Những', 'ngày', 'sau', 'đó', ',', 'chị', 'làm', 'việc', 'tại', 'trụ', 'sở', 'Công', 'an', 'Đà', 'Nẵng', '.']"
790,[],[],[],[],[],"[(['B-NAME'], ['B-NAME'], ['T.Đ.C.']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['27']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['phường', 'Hoà', 'Thạnh']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['quận', 'Tân', 'Phú'])]","['Đó', 'là', 'bệnh', 'nhân', 'T.Đ.C.', '(', 'nam', ',', '27', 'tuổi', ',', 'ngụ', 'tại', 'phường', 'Hoà', 'Thạnh', ',', 'quận', 'Tân', 'Phú', ')', '.']"
791,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Tiểu', 'ban', 'điều', 'trị', 'Ban', 'chỉ', 'đạo', 'Quốc', 'gia', 'phòng', 'chống', 'dịch', 'COVID', '-', '19']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['314'])]","['Theo', 'báo', 'cáo', 'của', 'Tiểu', 'ban', 'điều', 'trị', 'Ban', 'chỉ', 'đạo', 'Quốc', 'gia', 'phòng', 'chống', 'dịch', 'COVID', '-', '19', ',', 'trong', 'số', '53', 'ca', 'còn', 'đang', 'điều', 'trị', '(', 'trong', 'đó', 'có', 'bệnh', 'nhân', '314', ')', ',', '10', 'người', 'đã', 'có', 'kết', 'quả', 'xét', 'nghiệm', 'âm', 'tính', 'với', 'SARS', '-', 'CoV', '-', '2', 'từ', '2', 'lần', 'trở', 'lên', 'và', '3', 'người', 'có', 'kết', 'quả', 'âm', 'tính', 'một', 'lần', '.']"
792,"[(['B-JOB', 'I-JOB'], ['O', 'O'], ['điều', 'dưỡng'])]",[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung', 'tâm', 'Bệnh', 'Nhiệt', 'đới', 'thuộc', 'Bệnh', 'viện', 'Bạch', 'Mai'])]",[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['87']), (['B-AGE'], ['B-AGE'], ['34'])]","['""', 'Bệnh', 'nhân', '87', '""', ',', '34', 'tuổi', ',', 'điều', 'dưỡng', 'tiếp', 'đón', 'bệnh', 'nhân', 'tại', 'khu', 'cách', 'ly', 'Trung', 'tâm', 'Bệnh', 'Nhiệt', 'đới', 'thuộc', 'Bệnh', 'viện', 'Bạch', 'Mai', '.']"
793,"[(['B-NAME', 'I-NAME'], ['O', 'O'], ['Tuấn', 'Anh'])]",[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['418'])]","['Ông', 'Tuấn', 'Anh', 'sống', 'cách', 'nhà', '""', 'bệnh', 'nhân', '418', '""', 'khoảng', '10', 'm', 'cho', 'biết', ',', 'ngay', 'khi', 'nghe', 'tin', 'ca', 'bệnh', 'mới', 'đã', 'chủ', 'động', 'cách', 'ly', 'ngay', 'tại', 'nhà', 'cùng', 'vợ', ',', 'không', 'tiếp', 'xúc', 'với', 'người', 'xung', 'quanh', '.']"
794,[],[],[],[],"[(['B-JOB', 'I-JOB'], ['B-GENDER', 'O'], ['nông', 'dân'])]","[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['919']), (['B-AGE'], ['B-AGE'], ['39']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['thôn', 'Nhì', 'Tây']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['xã', 'Bình', 'Lâm']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['huyện', 'Hiệp', 'Đức']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['tỉnh', 'Quảng', 'Nam'])]","['""', 'Bệnh', 'nhân', '919', '""', ',', 'nông', 'dân', '39', 'tuổi', ',', 'trú', 'thôn', 'Nhì', 'Tây', ',', 'xã', 'Bình', 'Lâm', ',', 'huyện', 'Hiệp', 'Đức', ',', 'tỉnh', 'Quảng', 'Nam', '.']"
795,[],[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y', 'tế']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['35']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['29']), (['B-JOB', 'I-JOB', 'I-JOB', 'I-JOB'], ['B-JOB', 'I-JOB', 'I-JOB', 'I-JOB'], ['nhân', 'viên', 'bán', 'hàng']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['siêu', 'thị', 'Điện', 'máy', 'Xanh']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['quân', 'Hải', 'Châu']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đà', 'Nẵng'])]","['Thông', 'báo', 'của', 'Bộ', 'Y', 'tế', 'cho', 'biết', 'bệnh', 'nhân', 'thứ', '35', 'là', 'nữ', ',', '29', 'tuổi', ',', 'là', 'nhân', 'viên', 'bán', 'hàng', 'siêu', 'thị', 'Điện', 'máy', 'Xanh', 'ở', 'quân', 'Hải', 'Châu', ',', 'Đà', 'Nẵng', '.']"
796,[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'O', 'B-LOCATION', 'I-LOCATION'], ['Bộ', 'phận', 'thường', 'trực', 'chống', 'dịch', 'tại', 'Đà', 'Nẵng'])]",[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bộ', 'Y', 'tế']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['453']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['56']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['quận', 'Sơn', 'Trà']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đà', 'Nẵng']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tăng', 'huyết', 'áp']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'thận', 'mãn', 'giai', 'đoạn', 'cuối']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tai', 'biến', 'mạch', 'máu', 'não'])]","['Theo', 'thông', 'tin', 'từ', 'Bộ', 'phận', 'thường', 'trực', 'chống', 'dịch', 'tại', 'Đà', 'Nẵng', 'của', 'Bộ', 'Y', 'tế', ',', 'bệnh', 'nhân', '453', 'là', 'nữ', ',', '56', 'tuổi', ',', 'ở', 'quận', 'Sơn', 'Trà', ',', 'Đà', 'Nẵng', ',', 'tiền', 'sử', 'bệnh', 'nhân', 'mắc', 'COVID', '-', '19', ',', 'tăng', 'huyết', 'áp', ',', 'suy', 'thận', 'mãn', 'giai', 'đoạn', 'cuối', 'phải', 'chạy', 'thận', 'chu', 'kỳ', ',', 'tai', 'biến', 'mạch', 'máu', 'não', '.']"
797,[],[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đà', 'Nẵng']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung', 'tâm', 'Y', 'tế', 'quận', 'Ngũ', 'Hành', 'Sơn']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung', 'tâm', 'Tim', 'mạch']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'Đà', 'Nẵng']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'C', 'Đà', 'Nẵng'])]","['Ngành', 'y', 'tế', 'Đà', 'Nẵng', 'cũng', 'đã', 'khoanh', 'vùng', ',', 'truy', 'vết', 'những', 'người', 'tiếp', 'xúc', 'gần', 'với', 'bệnh', 'nhân', 'nghi', 'nhiễm', 'tại', 'Trung', 'tâm', 'Y', 'tế', 'quận', 'Ngũ', 'Hành', 'Sơn', ';', 'Trung', 'tâm', 'Tim', 'mạch', '(', 'Bệnh', 'viện', 'Đà', 'Nẵng', ')', ';', 'Bệnh', 'viện', 'C', 'Đà', 'Nẵng', '-', 'ba', 'cơ', 'sở', 'y', 'tế', 'bệnh', 'nhân', 'này', 'từng', 'đi', 'chăm', 'sóc', 'mẹ', 'ốm', 'và', 'từng', 'điều', 'trị', '.']"
798,"[(['B-DATE'], ['O'], ['17/3'])]",[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bandar', 'Seri', 'Begawa']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['BI381']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Tân', 'Sơn', 'Nhất'])]","['Ngày', '17/3', 'cô', 'sang', 'Bandar', 'Seri', 'Begawa', ',', 'đi', 'chuyến', 'bay', 'BI381', ',', 'ghế', '27K', 'tới', 'Tân', 'Sơn', 'Nhất', 'trưa', 'cùng', 'ngày', '.']"
799,"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['O', 'O', 'O', 'O', 'O', 'O', 'O'], ['Trường', 'cao', 'đẳng', 'Nghề', 'công', 'nghệ', 'cao'])]",[],"[(['B-PATIENT_ID', 'I-PATIENT_ID'], ['O', 'B-PATIENT_ID'], ['BN', '1034'])]",[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['25', '-', '8']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['CDC', 'Hải', 'Dương']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Trung', 'tâm', 'Y', 'tế', 'Q.Hoàn', 'Kiếm']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Q.Nam', 'Từ', 'Liêm'])]","['Tối', '25', '-', '8', ',', 'CDC', 'Hải', 'Dương', 'mới', 'có', 'thông', 'tin', 'kết', 'quả', 'xét', 'nghiệm', ',', 'trường', 'hợp', 'này', 'âm', 'tính', 'nhưng', 'ở', 'cùng', 'phòng', 'với', 'bệnh', 'nhân', 'có', 'kết', 'quả', 'dương', 'tính', 'với', 'SARS', '-', 'CoV', '-', '2', '(', 'BN', '1034', ')', 'trong', 'khu', 'cách', 'ly', 'tập', 'trung', ',', 'nên', 'được', 'Trung', 'tâm', 'Y', 'tế', 'Q.Hoàn', 'Kiếm', 'lấy', 'mẫu', 'và', 'chuyển', 'cách', 'ly', 'ngay', 'tại', 'Trường', 'cao', 'đẳng', 'Nghề', 'công', 'nghệ', 'cao', '(', 'Q.Nam', 'Từ', 'Liêm', ')', '.']"
800,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['31', '-', '7']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Bệnh', 'viện', 'Bệnh', 'Nhiệt', 'đới', 'trung', 'ương']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['356']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['42']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['359']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['35']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['383']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['40']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['413']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['31'])]","['Sáng', '31', '-', '7', ',', 'Bệnh', 'viện', 'Bệnh', 'Nhiệt', 'đới', 'trung', 'ương', 'công', 'bố', 'khỏi', 'bệnh', 'cho', '4', 'bệnh', 'nhân', ',', 'gồm', 'bệnh', 'nhân', '356', '(', 'nam', ',', '42', 'tuổi', ',', 'quốc', 'tịch', 'Việt', 'Nam', ')', ',', 'bệnh', 'nhân', '359', '(', 'nam', ',', '35', 'tuổi', ',', 'quốc', 'tịch', 'Việt', 'Nam', ')', ',', 'bệnh', 'nhân', '383', '(', 'nam', ',', '40', 'tuổi', ',', 'quốc', 'tịch', 'Myanmar', ')', 'và', 'bệnh', 'nhân', '413', '(', 'nam', ',', '31', 'tuổi', ',', 'quốc', 'tịch', 'Myanmar', ')', '.']"
801,[],[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['26', '-', '8']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nam']), (['B-NAME'], ['B-NAME'], ['N.N.C.'])]","['Trong', 'ngày', '26', '-', '8', ',', 'ngành', 'y', 'tế', 'Hà', 'Nam', 'ttiếp', 'tục', 'phối', 'hợp', 'với', 'ngành', 'y', 'tế', 'các', 'tỉnh', ',', 'thành', 'phố', 'có', 'liên', 'quan', 'để', 'rà', 'soát', ',', 'tìm', 'kiếm', 'và', 'thực', 'hiện', 'cách', 'ly', 'đối', 'với', 'các', 'trường', 'hợp', 'F1', 'của', 'bệnh', 'nhân', 'N.N.C.']"
802,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION'], ['Bệnh', 'viện', 'đa', 'khoa', 'Hoàn', 'Mỹ', '-', 'Đà', 'Nẵng'])]",[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['28', '-', '7']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['viêm', 'phế', 'quản', 'cấp']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['29', '-', '7'])]","['Ngày', '28', '-', '7', 'bệnh', 'nhân', 'nhập', 'viện', 'Bệnh', 'viện', 'đa', 'khoa', 'Hoàn', 'Mỹ', '-', 'Đà', 'Nẵng', 'với', 'chẩn', 'đoán', 'viêm', 'phế', 'quản', 'cấp', 'nghi', 'do', 'COVID', '-', '19', ',', 'sau', 'khi', 'được', 'lấy', 'mẫu', 'xét', 'nghiệm', ',', 'kết', 'quả', 'ngày', '29', '-', '7', 'là', 'dương', 'tính', 'với', 'virus', 'SARS', '-', 'CoV', '-', '2', '.']"
803,[],[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['156']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['156']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['21']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', '7']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['TP', 'Trà', 'Vinh']), (['B-JOB', 'I-JOB', 'I-JOB'], ['B-JOB', 'I-JOB', 'I-JOB'], ['du', 'học', 'sinh']), (['B-LOCATION'], ['B-LOCATION'], ['Anh'])]","['Ca', 'bệnh', '156', '(', 'bệnh', 'nhân', '156', ')', ':', 'Bệnh', 'nhân', 'nam', ',', 'quốc', 'tịch', 'Việt', 'Nam', ',', '21', 'tuổi', ',', 'có', 'địa', 'chỉ', 'tại', 'phường', '7', ',', 'TP', 'Trà', 'Vinh', ',', 'du', 'học', 'sinh', 'tại', 'Anh', '.']"
804,[],[],"[(['B-JOB', 'I-JOB', 'I-JOB', 'I-JOB'], ['B-JOB', 'I-JOB', 'I-JOB', 'O'], ['nhân', 'viên', 'giao', 'pizza'])]",[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['812']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['62']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hà', 'Nội']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1038']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1034']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Hải', 'Dương'])]","['Trong', 'đó', ',', '""', 'bệnh', 'nhân', '812', '""', ',', 'nam', ',', '62', 'tuổi', ',', 'nhân', 'viên', 'giao', 'pizza', 'tại', 'Hà', 'Nội', ',', 'từng', 'được', 'ghi', 'nhận', 'bệnh', 'nhân', 'nặng', ',', 'phải', 'thở', 'máy', 'xâm', 'nhập', '.', '""', 'Bệnh', 'nhân', '1038', '""', 'là', 'F1', 'của', '""', 'bệnh', 'nhân', '1034', '""', '-', 'người', 'rời', 'khu', 'cách', 'ly', 'tập', 'trung', 'tại', 'Hải', 'Dương', 'trước', 'khi', 'có', 'kết', 'quả', 'xét', 'nghiệm', 'dương', 'tính', 'nCoV', '.']"
805,[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['331', 'Nguyễn', 'Văn', 'Linh'])]",[],[],"[(['B-DATE'], ['B-DATE'], ['20']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['22', '-', '7']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Đà', 'Nẵng']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['quận', 'Thanh', 'Khê']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['thành', 'phố', 'Đà', 'Nẵng'])]","['Từ', 'ngày', '20', 'đến', '22', '-', '7', ',', 'anh', 'đi', 'công', 'tác', 'tại', 'Đà', 'Nẵng', ',', 'lưu', 'trú', 'tại', 'khách', 'sạn', '331', 'Nguyễn', 'Văn', 'Linh', ',', 'quận', 'Thanh', 'Khê', ',', 'thành', 'phố', 'Đà', 'Nẵng', '.']"
