Row,No Extraction,Wrong Tag,Wrong Range,Wrong Range and tag,Num correct tags,Sentence
24,[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['tai_biến', 'mạch_máu', 'não']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ung_thư', 'máu']), (['B-LOCATION'], ['B-LOCATION'], ['Vĩnh_Phúc']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['ung_thư', 'gan'])]","['Các', 'ca', 'tiên_lượng', 'nặng', 'gồm', 'bà_cụ', '88', 'tuổi', 'bị', 'tai_biến', 'mạch_máu', 'não', ',', 'bệnh_nhân', 'người', 'Thuỵ_Điển', '64', 'tuổi', 'ung_thư', 'máu', ',', 'và', 'bệnh_nhân', '71', 'tuổi', 'người', 'Vĩnh_Phúc', 'ung_thư', 'gan', '.']"
25,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bệnh', 'nhiệt', 'dới', 'trung_ương']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['188']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['237']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['16', '-', '4']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['17', '-', '4']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['18', '-', '4']), (['B-DATE'], ['B-DATE'], ['20']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['21', '-', '4'])]","['Theo', 'ông', 'Thạch', ',', 'có', '2', 'trong', 'số', '8', 'bệnh_nhân', 'COVID', '-', '19', 'tái', 'dương_tính', 'đang', 'được', 'cách_ly', 'tại', 'Bệnh_viện', 'Bệnh', 'nhiệt', 'dới', 'trung_ương', '(', 'bệnh_nhân', '188', 'và', '237', ')', ',', 'với', 'những', 'thay_đổi', 'liên_tục', 'về', 'xét_nghiệm', ':', 'ra', 'viện', 'ngày', '16', '-', '4', ',', '17', '-', '4', 'dương_tính', 'lại', ',', '18', '-', '4', 'âm_tính', 'nhưng', '20', 'và', '21', '-', '4', 'lại', 'dương_tính', '.']"
26,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['13']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['7', '-', '2'])]","['Mới_đây', 'tại', 'Việt_Nam', ',', 'thông_tin', 'đáng', 'chú_ý', 'trong', 'sàng_lọc', ',', 'phát_hiện', 'bệnh_nhân', 'thứ', '13', ',', 'vừa', 'có', 'xét_nghiệm', 'xác_định', 'dương_tính', 'tối', '7', '-', '2', ':', 'bệnh_nhân', 'không', 'sốt', ',', 'không', 'ho', ',', 'không', 'có', 'biểu_hiện', 'bệnh', 'nhưng', 'vẫn', 'nhiễm', 'virus', 'corona', '.']"
27,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['976']), (['B-GENDER'], ['B-GENDER'], ['nam']), (['B-AGE'], ['B-AGE'], ['42']), (['B-LOCATION'], ['B-LOCATION'], ['Thạch_Sơn']), (['B-LOCATION'], ['B-LOCATION'], ['Thạch_Thành']), (['B-LOCATION'], ['B-LOCATION'], ['Thanh_Hoá'])]","['""', 'Bệnh_nhân', '976', '""', ',', 'nam', ',', '42', 'tuổi', ',', 'địa_chỉ', 'tại', 'Thạch_Sơn', ',', 'Thạch_Thành', ',', 'Thanh_Hoá', '.']"
28,[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'O'], ['khoa', 'truyền_nhiễm'])]",[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['6', '-', '8']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Đa_khoa', 'tỉnh', 'Hải_Dương']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Bệnh', 'nhiệt_đới', 'trung_ương'])]","['Trong', 'đêm', '6', '-', '8', ',', 'bệnh_nhân', 'được', 'chuyển', 'từ', 'khoa', 'truyền_nhiễm', 'của', 'Bệnh_viện', 'Đa_khoa', 'tỉnh', 'Hải_Dương', 'tới', 'Bệnh_viện', 'Bệnh', 'nhiệt_đới', 'trung_ương', '.']"
29,[],[],"[(['B-LOCATION', 'I-LOCATION'], ['I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Đà_Nẵng'])]",[],"[(['B-DATE'], ['B-DATE'], ['24/7']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['428']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['khoa', 'Nội', '-', 'Tiết_niệu'])]","['Ngày', '24/7', ',', 'bệnh_nhân', 'chăm_sóc', 'bố', 'là', '""', 'bệnh_nhân', '428', '""', 'tại', 'khoa', 'Nội', '-', 'Tiết_niệu', ',', 'Bệnh_viện', 'Đà_Nẵng', '.']"
30,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['63']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['20']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['C2', 'Chung_cư', 'Mandarin_Garden']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['đường', 'Hoàng_Minh_Giám']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', 'Trung_Hoà']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['Quận', 'Cầu_Giấy']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội'])]","['""', 'Bệnh_nhân', '63', '""', 'là', 'nữ', ',', '20', 'tuổi', ',', 'ở', 'C2', 'Chung_cư', 'Mandarin_Garden', ',', 'đường', 'Hoàng_Minh_Giám', ',', 'phường', 'Trung_Hoà', ',', 'Quận', 'Cầu_Giấy', ',', 'Hà_Nội', '.']"
31,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['9', '-', '3']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Sở', 'Y_tế', 'Đà_Nẵng']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Ban', 'chỉ_đạo', 'quốc_gia', 'về', 'phòng_chống', 'dịch', 'COVID', '-', '19'])]","['Vào', 'ngày', '9', '-', '3', ',', 'Sở', 'Y_tế', 'Đà_Nẵng', 'mới', 'nhận', 'được', 'văn_bản', 'hoả_tốc', 'của', 'Ban', 'chỉ_đạo', 'quốc_gia', 'về', 'phòng_chống', 'dịch', 'COVID', '-', '19', ',', 'trong', 'đó', 'có', 'nội_dung', '""', 'nâng_cấp', 'độ', '""', 'cách_ly', '(', 'yêu_cầu', 'những', 'người', 'tiếp_xúc', 'gần', 'với', 'trường_hợp', 'bệnh_nhân', 'dương_tính', 'với', 'COVID', '-', '19', 'phải', 'được', 'tổ_chức', 'cách_ly', 'ngay', 'tại', 'cơ_sở', 'y_tế', 'trong', 'vòng', '14', 'ngày', ',', 'đồng_thời', 'lấy', 'mẫu', 'bệnh_phẩm', 'để', 'xét_nghiệm', 'khẳng_định', ')', '.']"
32,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION'], ['Công_ty', 'Samsung']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Yên_Phong']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tỉnh', 'Bắc_Ninh'])]","['""', 'Bệnh_nhân', 'này', 'là', 'công_nhân', 'làm_việc', 'ở', 'Công_ty', 'Samsung', 'tại', 'huyện', 'Yên_Phong', ',', 'tỉnh', 'Bắc_Ninh', '.']"
33,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['9', '-', '2']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['suy', 'tạng'])]","['Hôm', '9', '-', '2', ',', 'sau', 'khi', 'tình_trạng', 'nữ', 'bệnh_nhân', 'tiếp_tục', 'chuyển_biến', 'xấu', ',', 'có', 'biểu_hiện', 'suy', 'tạng', ',', 'các', 'bác_sĩ', 'bắt_đầu', 'sử_dụng', 'liệu_pháp', 'tế_bào', 'gốc', 'để', 'điều_trị', 'sau', 'khi', 'tham_khảo', 'ý_kiến', 'từ', 'bệnh_viện', 'và', 'gia_đình', 'bệnh_nhân', '.']"
34,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['1013']), (['B-AGE'], ['B-AGE'], ['51']), (['B-JOB', 'I-JOB', 'I-JOB'], ['B-JOB', 'I-JOB', 'I-JOB'], ['tiểu_thương', 'bán', 'hải_sản']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['chợ', 'Siêu_Thị']), (['B-DATE'], ['B-DATE'], ['16/8'])]","['""', 'Bệnh_nhân', '1013', '""', ',', '51', 'tuổi', ',', 'tiểu_thương', 'bán', 'hải_sản', 'ở', 'chợ', 'Siêu_Thị', ',', 'từng', 'được', 'lấy', 'mẫu', 'xét_nghiệm', 'nCoV', 'lần', 'một', 'ngày', '16/8', 'và', 'có', 'kết_quả', 'âm_tính', '.']"
35,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['28', '-', '7']), (['B-LOCATION'], ['B-LOCATION'], ['Lưu_Vệ']), (['B-LOCATION'], ['B-LOCATION'], ['Quảng_Xương']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng'])]","['Khoảng', '6h', 'sáng', '28', '-', '7', ',', 'bà', 'xuống', 'xe', 'tại', 'Lưu_Vệ', ',', 'Quảng_Xương', 'và', 'tự', 'đi', 'xe_máy', 'về', '(', 'xe_máy', 'gửi', 'trên', 'ôtô', 'từ', 'Đà_Nẵng', 'về', ')', '.']"
36,[],[],[],[],"[(['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['đường', 'Hải_Sơn']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['tổ', '25']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', 'Thanh_Bình']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Trung_tâm', 'y_tế', 'quận', 'Hải_Châu']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['đường', 'Cao_Thắng'])]","['9h', 'sáng', 'nay', ',', 'nhân_viên', 'y_tế', 'đã', 'phun', 'thuốc', 'khử_trùng', 'tại', 'nhà', 'của', 'bệnh_nhân', 'trên', 'đường', 'Hải_Sơn', '(', 'tổ', '25', ',', 'phường', 'Thanh_Bình', ')', ',', 'sau', 'đó', 'tiếp_tục', 'phun', 'thuốc', 'tại', 'Trung_tâm', 'y_tế', 'quận', 'Hải_Châu', 'trên', 'đường', 'Cao_Thắng', ',', 'nơi', 'bệnh_nhân', 'đến', 'khám', '.']"
37,[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'B-LOCATION'], ['Hội', 'Thanh_niên', ',', 'sinh_viên', 'Việt_Nam', 'tại', 'Czech'])]",[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['94']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['21', '-', '3']), (['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['94']), (['B-GENDER'], ['B-GENDER'], ['nữ']), (['B-AGE'], ['B-AGE'], ['64']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['CH', 'Czech']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['29', '-', '2']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['17', '-', '3']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['94'])]","['Thân_nhân', 'bệnh_nhân', '94', 'đang', 'có', 'kết_quả', 'âm_tính', 'Chị', 'Nguyễn_Thị_Diệu_Linh', 'cho', 'biết', 'chiều', '21', '-', '3', ',', 'ngay', 'khi', 'Việt_Nam', 'công_bố', 'ca', 'bệnh', '94', 'dương_tính', 'với', 'COVID', '-', '19', 'là', 'nữ', ',', '64', 'tuổi', ',', 'quốc_tịch', 'Việt_Nam', 'sang', 'CH', 'Czech', 'thăm', 'con', 'gái', 'từ', 'ngày', '29', '-', '2', 'đến', 'ngày', '17', '-', '3', ',', 'Hội', 'Thanh_niên', ',', 'sinh_viên', 'Việt_Nam', 'tại', 'Czech', 'đã', 'tìm', 'ra', 'thân_nhân', 'của', 'bệnh_nhân', '94', '.']"
38,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Malaysia']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['27', '-', '2']), (['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['4', '-', '3']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VJ826']), (['B-LOCATION'], ['B-LOCATION'], ['Malaysia']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['sân_bay', 'quốc_tế', 'Tân_Sơn_Nhất']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['TP.', 'HCM'])]","['Bệnh_nhân', 'đi', 'Malaysia', 'ngày', '27', '-', '2', 'và', 'về', 'Việt_Nam', 'ngày', '4', '-', '3', 'trên', 'chuyến', 'bay', 'VJ826', 'từ', 'Malaysia', 'về', 'sân_bay', 'quốc_tế', 'Tân_Sơn_Nhất', '(', 'TP.', 'HCM', ')', '.']"
39,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Hà_Tĩnh']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['146']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['210']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['238']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Đa_khoa', 'cửa_khẩu', 'Cầu_Treo'])]","['Hà_Tĩnh', 'đến', 'nay', 'ghi_nhận', '3', 'ca', 'nhiễm', 'nCoV', ',', 'là', 'bệnh_nhân', '146', ',', '210', 'và', '238', ',', 'đang', 'điều_trị', 'tại', 'Bệnh_viện', 'Đa_khoa', 'cửa_khẩu', 'Cầu_Treo', '.']"
40,[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['phổi', 'tắc_nghẽn', 'mạn_tính']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['COPD']), (['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['u', 'ác', 'niệu_quản'])]","['Ông', 'có', 'tiền_sử', 'bị', 'phổi', 'tắc_nghẽn', 'mạn_tính', '(', 'COPD', ')', 'và', 'u', 'ác', 'niệu_quản', 'đã', 'phẫu_thuật', 'cách', 'đây', 'hai', 'năm', '.']"
41,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['892']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['893']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['894']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['895']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['896'])]","['Trong', 'đó', '""', 'bệnh_nhân', '892', '""', 'là', 'chồng', ',', '""', 'bệnh_nhân', '893', '""', 'là', 'vợ', ',', '""', 'bệnh_nhân', '894', ',', '895', '""', 'là', 'hai', 'con', 'gái', ',', '""', 'bệnh_nhân', '896', '""', 'là', 'mẹ', 'chồng', '.']"
42,[],[],[],[],"[(['B-DATE', 'I-DATE'], ['B-DATE', 'I-DATE'], ['tháng', '5']), (['B-LOCATION'], ['B-LOCATION'], ['Hàn_Quốc']), (['B-LOCATION'], ['B-LOCATION'], ['Việt_Nam']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['huyện', 'Hoà_Vang']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['thành_phố', 'Đà_Nẵng'])]","['Cuối', 'tháng', '5', ',', 'cô', 'từ', 'Hàn_Quốc', 'về', 'Việt_Nam', ',', 'cách_ly', 'tập_trung', 'tại', 'huyện', 'Hoà_Vang', ',', 'thành_phố', 'Đà_Nẵng', ',', 'xét_nghiệm', 'hai', 'lần', 'kết_quả', 'đều', 'âm_tính', '.']"
43,[],[],[],[],"[(['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE', 'I-SYMPTOM_AND_DISEASE'], ['Thiếu', 'máu']), (['B-SYMPTOM_AND_DISEASE'], ['B-SYMPTOM_AND_DISEASE'], ['ung_thư'])]","['Thiếu', 'máu', 'có_thể', 'gây', 'tử_vong', 'cho', 'các', 'bệnh_nhân', 'cần', 'phẫu_thuật', ',', 'nạn_nhân', 'của', 'các', 'tai_nạn', 'xe_hơi', 'cũng', 'như', 'các', 'trường_hợp', 'khẩn_cấp', 'khác', ',', 'hoặc', 'bệnh_nhân', 'ung_thư', '.']"
44,[],[],[],[],"[(['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng']), (['B-DATE'], ['B-DATE'], ['29/7']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['Bệnh_viện', 'Nhiệt_đới', 'Trung_ương', '2'])]","['Biết', 'thông_báo', 'rà_soát', 'các', 'trường_hợp', 'từ', 'Đà_Nẵng', 'về', ',', 'sáng', '29/7', 'ông', 'đến', 'Bệnh_viện', 'Nhiệt_đới', 'Trung_ương', '2', 'để', 'lấy', 'mẫu', 'xét_nghiệm', 'và', 'có', 'kết_quả', 'dương_tính', 'với', 'Covid', '-', '19', '.']"
45,[],[],[],[],"[(['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Sở', 'Y_tế', 'tỉnh', 'Thanh_Hoá']), (['B-DATE'], ['B-DATE'], ['15']), (['B-DATE'], ['B-DATE'], ['26/3']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['bệnh_viện', 'Bạch_Mai'])]","['Theo', 'rà_soát', 'của', 'Sở', 'Y_tế', 'tỉnh', 'Thanh_Hoá', ',', 'từ', 'ngày', '15', 'đến', '26/3', ',', 'địa_phương', 'này', 'có', 'gần', '1.900', 'bệnh_nhân', 'đến', 'khám', ',', 'chữa', 'bệnh', 'tại', 'bệnh_viện', 'Bạch_Mai', ',', 'trong', 'đó', '150', 'bệnh_nhân', 'điều_trị', 'nội_trú', '.']"
46,[],[],[],[],"[(['B-DATE', 'I-DATE', 'I-DATE'], ['B-DATE', 'I-DATE', 'I-DATE'], ['17', '-', '3']), (['B-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION'], ['phường', '7']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Trung_tâm', 'Kiểm_soát', 'bệnh_tật', 'TP.', 'HCM']), (['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION'], ['hẻm', '248', 'đường', 'Phạm_Ngũ_Lão'])]","['Ngày', '17', '-', '3', ',', 'lực_lượng', 'chức_năng', 'phường', '7', 'đã', 'phối_hợp', 'Trung_tâm', 'Kiểm_soát', 'bệnh_tật', 'TP.', 'HCM', 'khử_trùng', 'y_tế', 'và', 'dựng', 'rào_chắn', 'phong_toả', ',', 'cách_ly', 'hẻm', '248', 'đường', 'Phạm_Ngũ_Lão', ',', 'nơi', 'bệnh_nhân', 'sinh_sống', '.']"
47,[],[],[],[],"[(['B-PATIENT_ID'], ['B-PATIENT_ID'], ['17']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['21']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['32']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['17']), (['B-NAME'], ['B-NAME'], ['N.H.N.']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['21']), (['B-NAME'], ['B-NAME'], ['N.Q.T.']), (['B-PATIENT_ID'], ['B-PATIENT_ID'], ['32']), (['B-NAME', 'I-NAME'], ['B-NAME', 'I-NAME'], ['N.T.T', '..'])]","['Các', 'bệnh_nhân', '17', ',', '21', ',', '32', 'sức_khoẻ', 'đang', 'tiến_triển', 'tốt', 'Mạng', 'xã_hội', 'có', 'nhiều', 'tin_đồn', 'về', 'sức_khoẻ', 'các', 'bệnh_nhân', 'COVID', '-', '19', 'đang', 'được', 'điều_trị', ',', 'đặc_biệt', 'là', 'bệnh_nhân', '17', 'N.H.N.', ',', 'bệnh_nhân', '21', 'N.Q.T.', 'và', 'bệnh_nhân', '32', 'N.T.T', '..']"
48,[],[],[],[],"[(['B-DATE'], ['B-DATE'], ['9/3']), (['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['B-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION', 'I-ORGANIZATION'], ['Ban', 'chỉ_đạo', 'phòng', ',', 'chống', 'dịch_bệnh', 'thành_phố', 'Đà_Nẵng']), (['B-LOCATION'], ['B-LOCATION'], ['Hà_Nội']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VN54']), (['B-DATE'], ['B-DATE'], ['2/3']), (['B-TRANSPORTATION'], ['B-TRANSPORTATION'], ['VN163']), (['B-LOCATION'], ['B-LOCATION'], ['Đà_Nẵng'])]","['Ngày', '9/3', ',', 'Ban', 'chỉ_đạo', 'phòng', ',', 'chống', 'dịch_bệnh', 'thành_phố', 'Đà_Nẵng', 'cho_hay', ',', 'sau', 'khi', 'đến', 'Hà_Nội', 'trên', 'chuyến', 'bay', 'VN54', 'hôm', '2/3', ',', 'hai', 'nam', 'du_khách', 'người', 'Anh', '(', '60', 'và', '66', 'tuổi', ')', 'đã', 'đáp', 'chuyến', 'bay', 'VN163', 'đến', 'Đà_Nẵng', 'lúc', '10h20', 'cùng', 'ngày', '(', 'ghế', '2C', 'và', '2', 'A', ')', '.']"
